Description,Classificació,Classificació_01,Classificació_02
Una cooperant valenciana es una de les víctimes de laccident davioneta ocorregut a BolíviaEl vol formava part d una operació per a repatriar quatre espanyols Anaven a afegir se al vol que eixirà demà cap a Espanya un viatge extraordinari perquè lespai aèri bolivià està tancat per la crisi de la Covid La cooperant era membre de Psicòlegs sense Fronteres i havia estat treballant a Bolívia en un projecte que va finalitzar el mes passat El president de la Generalitat Ximo Puig ha donat el condol a la família Cooperant valenciana morta en accident a Bolívia,ACCIDENTS I CATÀSTROFES,ACCIDENTS I CATÀSTROFES,
Acostar la pintura a xiquets i xiquetes i convertir los en protagonistes És la proposta que el col·legi Bartomeu Llorens i Royo ha llançat a alumnat i professorat que han portat a la vida real les obres més importants de lhistòria de lart,ENSENYAMENT,ENSENYAMENT,
I per a celebrar un dia de la mare en família À Punt els ha preparat doble sessió de cinema esta vesprada Just en acabar lAtrapam si pots podran vore La felicitat no arriba mai sola una comèdia romàntica protagontizada per Sophie Marceau A continuació La Pesca del salmó al Iemen una adaptació de la novel·la homònima en què Ewan McGregor tractarà de nadar a contracorrent i LA PESCA DEL SALMÓ AL IEMEN A la nit tenim el primetime amb la sèrie FRANKIE DRAKE MYSTERIES És un producte que anirà durant setmanes i que no està funcionant molt bé Convindria fer alguna cosa en el NTC nit a ser possible VESPRADA DE CINEMA EN CASA,CINEMA | MITJANS DE COMUNICACIÓ,CINEMA,MITJANS DE COMUNICACIÓ
El cuiner de Barx i estrella Michelín Ricard Camarena i el seu proveïdor de carxofes Toni Misiano dAlbalat dels Sorells shan unit per a cuinar en directe per Instagram una autèntica delícia des del pati de sa casa En ple temps de confinament i només per a un equip dÀ Punt Mèdia ens han obert les portes de sa casa a Barx a la Safor per a esta master class RICARD CAMARENA DES DE BARX CUINA PER INTERNET EMOCIó i germanor a Albalat dels Sorells i Barx RICARD TRIA PRODUCTE DE PROXIMITAT,GASTRONOMIA,GASTRONOMIA,
Gran manifestació a Trípoli la ciutat més poblada del Líban que en els últims dies ha sigut escenari de les protestes més violentes Hui marxes de tot el país conflueixen allí per a demanar una investigació sobre la mort dun jove per trets de la policia Els fets ocorren en un moment de greu crisi econòmica el govern libanés ha demanat ajuda al Fons Monetari Internacional A Trípoli està Alícia Medina,POLÍTICA | JUSTÍCIA I ORDRE  PÚBLIC,POLÍTICA,JUSTÍCIA I ORDRE  PÚBLIC
Esta és la festa que shan muntat els veïns dun barri de Godella Sevillanes balls i ventalls als balcons desta comunitat per a celebrar que anit acabava la Fira dAbril de Sevilla Una fira que com tantes altres festes enguany no sha pogut fer per culpa del coronavirus Tot i això els ànims i lalegria no els han faltat LA FIRA DABRIL ALS BALCONS DE GODELLA,SOCIETAT | FESTES I TRADICIONS,SOCIETAT,FESTES I TRADICIONS
El Butlletí Oficial de lEstat encara no ha publicat les primeres mesures per a la desescalada però poc a poc anem coneixent els detalls de com seran els primers pasos del desconfinament Samplia laforament de les terrasses en la fase del al per cent de la capacitat i es podran reunir grups damics i familiars de fins a persones,"POLÍTICA | MEDICINA I SANITAT | ECONOMIA, COMERÇ I FINANCES",POLÍTICA,MEDICINA I SANITAT
Les brigades forestals de la Diputació de València ja han començat les tasques de vigilància contra els incendis Gràcies en bona part al confinament els focs han disminuït un en el primer trimestre de a les muntanyes valencianes Tot i això sespera un estiu complicat pel gran augment de vegetació a causa de les pluges,MEDI AMBIENT,MEDI AMBIENT,
I un altre dels assumptes que sha tractat en esta reunió ha sigut com arribaran els MIL milions deuros del fons especial que ahir anunciava el Govern dEspanya per a les comunitats autònomes que no shaurà de reemborsar Són MIL milions per a despesa sanitària MIL per a alleugerir la caiguda de lactivitat econòmica i MIL per a ajuda social A més lEstat desbloquejarà una tercera línia davals públics de MIL milions per a garantir la liquiditat al teixit productiu i que es dirigix sobretot a pimes i autònoms MILIONS PER A LES COMUNITATS AUTÒNOMES,POLÍTICA,POLÍTICA,
Pel que fa al conjunt de lestat hui sha registrat la xifra més baixa de morts des del passat de març Han mort persones i el total supera els MIL Els nous casos detectats per PCR també baixen a les dades de març i no superen el miler mentre que les altes ja tripliquen els ingressos,MEDICINA I SANITAT,MEDICINA I SANITAT,
Hui se celebra el Dia de la Mare i les floristeries treballen a estall per primera vegada des de linici de la crisi Es tracta dun sector molt castigat per la suspensió de celebracions socials i festives però que ara sha vist sorprés per una demanda superior a lesperada,SOCIETAT,SOCIETAT,
Les càmeres dÀ Punt han entrat a la Unitat de Cures Intensives de La Fe on els equips sanitaris estan salvant literalment la vida als pacients més greus de la Covid Es tracta de persones amb un nivell tan crític dinflamació dels òrgans que en alguns casos no poden aspirar oxígen ni amb lajuda de respiradors artificials,MEDICINA I SANITAT,MEDICINA I SANITAT,
Hui es complixen anys de la dissolució completa i definitiva de la banda terrorista ETA i les víctimes denuncien que encara queden assassinats sense resoldre És el per cent del total de crims que va cometre la banda criminal Encara queden per resoldre qüestions com el procés de convivència que han quedat en segon pla enmig desta pandèmia pel coronavirus Lendemà el grup internacional de Contacte el Fòrum Social i lassociació Bake Bidea organitzaren un encontre internacional per a escenificar amb solemnitat la fi dETA Acudiren representants institucionals polítics i sindicals Hui dos anys després en plena pandèmia per la Covid les preocupacions de la societat i els polítics han deixat en un segon pla la banda terrorista ETA IMANOL ERTZAINTZA seg Esta asentado y ya es definitivo costava creer Qui no olvida són les víctimes Denuncien més de casos per resoldre i continuen exigint la dissolució de la banda terrorista CONSUELO ORDOÑEZeta no esta disuelta També ha quedat estancat el procés de convivència que havia de seguir la desaparició total de la violència,POLÍTICA | TERRORISME,POLÍTICA,TERRORISME
En acabar la reunió Ximo Puig farà una roda de premsa que els oferirem en directe El debat gira al voltant de la divisió del territori per a fer la desescalada El Govern dEspanya defén que la provincia és fàcil dentendre i eficaç mentre que des de la Generalitat sapel·la als departaments de salut Encara no sha dit lúltima paraula per a organitzar la desescalada i el president de la Generalitat defén en estos moments la divisió en departaments de salut a la Comunitat Valenciana El govern del Botànic entén que la divisió provincial és una mesura administrativa que en cap cas respon a la incidència real de la pandèmia TALL OLTRA Són els departaments de salut els que estan centralitzant les possibles incidències i fent el seguiment epidemiològic És molt raonable que si en un moment donat un pico un brot que afecte a un departament de salut que no afecte a tota la província Fent ho per províncies una persona dOliva i una de Dénia no podrien passar duna a laltra població a pesar que estan juntes i les dos pertanyen a una àrea de salut amb poca incidència del virus Però una veïna de Requena que pertany a làrea de salut més saturada podria desplaçar se fins Gandia on hi ha poca incidència El comité dexperts que assessora el Consell recomana fugir de la divisió provincial Falta convénver el president del govern espanyol TALL SÁNCHEZ Humildemente creemos por los que nos dicen los expertos que la unidad de acción tiene que ser la provincia y le voy a explicar por qué Si yo le preguntara a cada uno de los españoles cual es el área sanitaria lo saben podrían decir no puedo pasar de esta calle porque me paso de área Amb tot Pedro Sánchez deixa la porta oberta a una altra possibilitat sempre que es justifique i es garantisca laïllament i per altra part caldria informar la ciutadania de,POLÍTICA | MEDICINA I SANITAT,POLÍTICA,MEDICINA I SANITAT
CASUÍSTICA DE PLATGES ALGUNES JA OBERTES I ALTRES NO La costa i la platja formen part del nostre territori però no són unes àrees accesibles com poden ser altres entorns naturals com ara l’horta o la serra Mentre les platges de les grans urbs continuen tancades en alguns llocs com ara Moraira Teulada o el Campello es permet des de hui la pràctica d’esports nàutics Les condicions són precises esports sense motor estar federat i fer lo de forma individual,MEDICINA I SANITAT | TURISME,MEDICINA I SANITAT,TURISME
VENEÇUELA COLÒMBIA TENSIÓ Veneçuela denuncia que un grup de mercenaris procedents de Colòmbia han intentat invadir el seu territori per via maritíma Un enfrontament armat que shauria saldat amb huit morts i dos detinguts El govern de Colòmbia negat la seua implicació i loposició veneçolana creu que tot és un muntatge dels partidaris de Maduro qui encara no ha fet cap declaració al respecte VENEÇUELA DENUNCIA UN INTENT DINVASIÓ,DEFENSA,DEFENSA,
PASTILLA ÁBALOS I per cert que acabem de saber que fa uns minuts Pedro Sánchez ha telefonat a Pablo Casado per a informar lo de la proposta duna nova pròrroga de lestat dalarma La conversa hauria durat una hora i segons lexecutiu la idea transmesa per Casado és que el seu grup votarà NO a la pròrroga Des del govern espanyol insistixen que lestat dalarma és lúnic instrument per a lluitar contra la pandèmia i que sense esta mesura estaríem abocats al caos i el desorde,POLÍTICA,POLÍTICA,
PLATÓ BREUS HOQUEI FINAL TEMPORADA La suspensió abrupta de la Lliga ha impedit que el Patí Alcodiam Salesià torne a la màxima categoria de lhoquei sobre patins La Federació Espanyola de Patinatge ha decidit que pugen els primers de grup de la categoria de plata El líder el Vendrell estarà en lOK lliga LAlcodiam segon classificat estava a només tres punts de lequip català i encara tenia pendent el partit contra el líder LALCODIAM ES QUEDA A LES PORTES DE LASCENS,ESPORTS,ESPORTS,
TANCA ROCKDELUX Tanca la revista Rockdelux tot un símbol de la premsa musical espanyola Han sigut anys i quasi números duna publicació cosmopolita i un referent sobretot per a la música independent Este matí des de Barcelona se nha anunciat el tancament Diuen que la inesperada crisi econòmica del coronavirus no ha sigut la causa directa però sí que ha accelerat tot el procés Seguidors i professionals de la música com ara Joe Crepúsculo o Leonor Watling han mostrat en les xarxes la seua tristesa per la notícia TANCA LA REVISTA MUSICAL ROCKDELUX,TREBALL,TREBALL,
MUNICIPIS CASTELLÓ MENYS DE HABITANTS MOBILITAT A les comarques del nord municipis amb menys de habitants gaudixen de poder eixir al carrer sense resctriccions horaries ara bé la falta de serveis o de tendes en alguns destos pobles els havia deixat en una situació particular durant la quarantena Ara amb linici de la desescalada també agraïxen poder anar als pobles del costat que sí que tenen comerços i altres serveis,MEDICINA I SANITAT,MEDICINA I SANITAT,
CRÒNICA POLÍTICA E Per primera des que va començar esta crisi sanitària la pròrroga de lestat dalarma està en laire Dimecres que ve el Congrés ha daprovar la tercera pròrroga i a hores dara el govern espanyol no té garantits els suports que necessita El Partit Popular creu que no té sentit mantindre la situació excepcional i podria prémer el botó del NO objeccions que també mantenen els nacionalistes bascos i catalans i les comunitats governades pel Partit Popular tall Pedro Sánchez dissabte Hay plan B No hay plan B El único plan es el plan del estado de alarma Desta manera Pedro Sánchez traslladava la pressió als partits polítics i assegurava que sense estat dalarma no es podrien aplicar mesures tan restrictives com el confinament o no podrien mantindre les ajudes econòmiques El PP contestava hui tall Pablo Casado lo que escuché el sábado es un chantaje+los partidos han de tener plan A B C D E y el que haga falta I sobrin a no votar a favor de la pròrroga tall Pablo Casado el estado de alarma prorrogado a partir de esta semana no tienen ningún sentido El PP a día de hoy y con la información que tenemos considera que no podemos apoyar el estado de alarma+con la desescalada ya no hace falta estado de alarma por cuanto estan diciendo que quieren llegar a una nueva normalidad Casado exigix desvincular les prestacions dels ERTO del decret dalarma i aposta per legislar amb normes com ara la de Salut Pública la de Seguretat Nacional o la de Protecció Civil Els socis de govern de Sánchez creuen que les paraules de Casado són una amenaça que podrien portar al rebrot dels contagis i al col·lapse sanitari tuit Echenique Les comunitats governades pel PP es mostren crítiques amb lamplicació de lestat dalarma També nacionalistes catalans i bascos que reclamen major participació de les autonomies tall Ort Dissabte,POLÍTICA,POLÍTICA,
